trading_date,open,high,low,close,volume,adj_close,daily_return,equity_vol_252d,dgs1,dgs10,filed,form,fiscal_year,fiscal_period,assets,liabilities,current_assets,current_liabilities,long_term_debt,current_debt,revenue,operating_income,net_income,stockholders_equity,cash,shares_outstanding,interest_expense,default_point_proxy,total_debt_proxy,book_leverage,current_ratio,net_margin,return_on_assets,interest_coverage_proxy,cash_to_assets,financial_period_end,market_cap_proxy,risk_free_rate_proxy,market_default_distance_proxy,market_leverage_proxy,kmv_distance_proxy,ttc_score_proxy
2024-03-01,179.5500030517578,180.52999877929688,177.3800048828125,179.66000366210938,73563100,177.8758087158203,-0.006030358305977868,,4.94,4.19,2024-02-02,10-Q,2024,Q1,143692000000.0,133973000000.0,143692000000.0,133973000000.0,95088000000.0,10954000000.0,119575000000.0,40373000000.0,33916000000.0,74100000000.0,41974000000.0,15441881000.0,,58498000000.0,106042000000.0,0.9323622748656849,1.072544467915177,0.2836378841731131,0.2360326253375275,,0.29211090387773847,2023-12-30,2746737070968.46,0.049400000000000006,0.9787027303711402,0.04650693638008489,,32.92
2024-03-04,176.14999389648438,176.89999389648438,173.7899932861328,175.10000610351562,81510100,173.36109924316406,-0.02538124495540084,,4.98,4.22,2024-02-02,10-Q,2024,Q1,143692000000.0,133973000000.0,143692000000.0,133973000000.0,95088000000.0,10954000000.0,119575000000.0,40373000000.0,33916000000.0,74100000000.0,41974000000.0,15441881000.0,,58498000000.0,106042000000.0,0.9323622748656849,1.072544467915177,0.2836378841731131,0.2360326253375275,,0.29211090387773847,2023-12-30,2677021464542.1294,0.049800000000000004,0.9781481019951384,0.047660357104908874,,32.92
2024-03-05,170.75999450683594,172.0399932861328,169.6199951171875,170.1199951171875,95132400,168.4305419921875,-0.028440966701882453,,4.94,4.13,2024-02-02,10-Q,2024,Q1,143692000000.0,133973000000.0,143692000000.0,133973000000.0,95088000000.0,10954000000.0,119575000000.0,40373000000.0,33916000000.0,74100000000.0,41974000000.0,15441881000.0,,58498000000.0,106042000000.0,0.9323622748656849,1.072544467915177,0.2836378841731131,0.2360326253375275,,0.29211090387773847,2023-12-30,2600884386208.8623,0.049400000000000006,0.9775084197090096,0.04898719789762684,,32.92
2024-03-06,171.05999755859375,171.24000549316406,168.67999267578125,169.1199951171875,68587700,167.4404754638672,-0.005878188816647256,,4.95,4.11,2024-02-02,10-Q,2024,Q1,143692000000.0,133973000000.0,143692000000.0,133973000000.0,95088000000.0,10954000000.0,119575000000.0,40373000000.0,33916000000.0,74100000000.0,41974000000.0,15441881000.0,,58498000000.0,106042000000.0,0.9323622748656849,1.072544467915177,0.2836378841731131,0.2360326253375275,,0.29211090387773847,2023-12-30,2585595896696.457,0.0495,0.9773754282040975,0.049262587229446944,,32.92
2024-03-07,169.14999389648438,170.72999572753906,168.49000549316406,169.0,71765100,167.32167053222656,-0.000709535321800181,,4.93,4.09,2024-02-02,10-Q,2024,Q1,143692000000.0,133973000000.0,143692000000.0,133973000000.0,95088000000.0,10954000000.0,119575000000.0,40373000000.0,33916000000.0,74100000000.0,41974000000.0,15441881000.0,,58498000000.0,106042000000.0,0.9323622748656849,1.072544467915177,0.2836378841731131,0.2360326253375275,,0.29211090387773847,2023-12-30,2583761325079.849,0.0493,0.9773593638730573,0.04929584130563011,,32.92
2024-03-08,169.0,173.6999969482422,168.94000244140625,170.72999572753906,76267000,169.03448486328125,0.010236655692035912,,4.92,4.09,2024-02-02,10-Q,2024,Q1,143692000000.0,133973000000.0,143692000000.0,133973000000.0,95088000000.0,10954000000.0,119575000000.0,40373000000.0,33916000000.0,74100000000.0,41974000000.0,15441881000.0,,58498000000.0,106042000000.0,0.9323622748656849,1.072544467915177,0.2836378841731131,0.2360326253375275,,0.29211090387773847,2023-12-30,2610210400155.0903,0.0492,0.977588779817702,0.048820716571796326,,32.92
2024-03-11,172.94000244140625,174.3800048828125,172.0500030517578,172.75,60139500,171.034423828125,0.011831544116346127,,4.95,4.1,2024-02-02,10-Q,2024,Q1,143692000000.0,133973000000.0,143692000000.0,133973000000.0,95088000000.0,10954000000.0,119575000000.0,40373000000.0,33916000000.0,74100000000.0,41974000000.0,15441881000.0,,58498000000.0,106042000000.0,0.9323622748656849,1.072544467915177,0.2836378841731131,0.2360326253375275,,0.29211090387773847,2023-12-30,2641093219657.4707,0.0495,0.9778508385979702,0.048277406517721375,,32.92
2024-03-12,173.14999389648438,174.02999877929688,171.00999450683594,173.22999572753906,59825400,171.50965881347656,0.002778592605598096,,5.0,4.16,2024-02-02,10-Q,2024,Q1,143692000000.0,133973000000.0,143692000000.0,133973000000.0,95088000000.0,10954000000.0,119575000000.0,40373000000.0,33916000000.0,74100000000.0,41974000000.0,15441881000.0,,58498000000.0,106042000000.0,0.9323622748656849,1.072544467915177,0.2836378841731131,0.2360326253375275,,0.29211090387773847,2023-12-30,2648431741748.306,0.05,0.9779122115635935,0.04815007607980819,,32.92
2024-03-13,172.77000427246094,173.19000244140625,170.75999450683594,171.1300048828125,52488700,169.43052673339844,-0.012122536389272742,,5.01,4.19,2024-02-02,10-Q,2024,Q1,143692000000.0,133973000000.0,143692000000.0,133973000000.0,95088000000.0,10954000000.0,119575000000.0,40373000000.0,33916000000.0,74100000000.0,41974000000.0,15441881000.0,,58498000000.0,106042000000.0,0.9323622748656849,1.072544467915177,0.2836378841731131,0.2360326253375275,,0.29211090387773847,2023-12-30,2616326031584.4575,0.0501,0.9776411657821662,0.04871215764593338,,32.92
2024-03-14,172.91000366210938,174.30999755859375,172.0500030517578,173.0,72913500,171.28195190429688,0.01092734117395322,,5.04,4.29,2024-02-02,10-Q,2024,Q1,143692000000.0,133973000000.0,143692000000.0,133973000000.0,95088000000.0,10954000000.0,119575000000.0,40373000000.0,33916000000.0,74100000000.0,41974000000.0,15441881000.0,,58498000000.0,106042000000.0,0.9323622748656849,1.072544467915177,0.2836378841731131,0.2360326253375275,,0.29211090387773847,2023-12-30,2644915518753.876,0.0504,0.9778828474538345,0.048211002023239455,,32.92
2024-03-15,171.1699981689453,172.6199951171875,170.2899932861328,172.6199951171875,121752700,170.9057159423828,-0.002196588477251127,,5.05,4.31,2024-02-02,10-Q,2024,Q1,143692000000.0,133973000000.0,143692000000.0,133973000000.0,95088000000.0,10954000000.0,119575000000.0,40373000000.0,33916000000.0,74100000000.0,41974000000.0,15441881000.0,,58498000000.0,106042000000.0,0.9323622748656849,1.072544467915177,0.2836378841731131,0.2360326253375275,,0.29211090387773847,2023-12-30,2639105727802.078,0.050499999999999996,0.9778341582211946,0.04831200739338043,,32.92
2024-03-18,175.57000732421875,177.7100067138672,173.52000427246094,173.72000122070312,75604200,171.9947967529297,0.006372407175158745,,5.06,4.34,2024-02-02,10-Q,2024,Q1,143692000000.0,133973000000.0,143692000000.0,133973000000.0,95088000000.0,10954000000.0,119575000000.0,40373000000.0,33916000000.0,74100000000.0,41974000000.0,15441881000.0,,58498000000.0,106042000000.0,0.9323622748656849,1.072544467915177,0.2836378841731131,0.2360326253375275,,0.29211090387773847,2023-12-30,2655923184077.927,0.0506,0.9779745135888375,0.048020783269495985,,32.92
2024-03-19,174.33999633789062,176.61000061035156,173.02999877929688,176.0800018310547,55215200,174.33132934570312,0.013584902781273556,,5.06,4.3,2024-02-02,10-Q,2024,Q1,143692000000.0,133973000000.0,143692000000.0,133973000000.0,95088000000.0,10954000000.0,119575000000.0,40373000000.0,33916000000.0,74100000000.0,41974000000.0,15441881000.0,,58498000000.0,106042000000.0,0.9323622748656849,1.072544467915177,0.2836378841731131,0.2360326253375275,,0.29211090387773847,2023-12-30,2692003642328.1553,0.0506,0.9782697173658322,0.04740768129266191,,32.92
2024-03-20,175.72000122070312,178.6699981689453,175.08999633789062,178.6699981689453,53423100,176.8956298828125,0.014709349987369835,,5.01,4.27,2024-02-02,10-Q,2024,Q1,143692000000.0,133973000000.0,143692000000.0,133973000000.0,95088000000.0,10954000000.0,119575000000.0,40373000000.0,33916000000.0,74100000000.0,41974000000.0,15441881000.0,,58498000000.0,106042000000.0,0.9323622748656849,1.072544467915177,0.2836378841731131,0.2360326253375275,,0.29211090387773847,2023-12-30,2731601266070.4346,0.0501,0.9785847221823291,0.04675258344768615,,32.92
2024-03-21,177.0500030517578,177.49000549316406,170.83999633789062,171.3699951171875,106181300,169.66812133789062,-0.040857473696268576,,5.01,4.27,2024-02-02,10-Q,2024,Q1,143692000000.0,133973000000.0,143692000000.0,133973000000.0,95088000000.0,10954000000.0,119575000000.0,40373000000.0,33916000000.0,74100000000.0,41974000000.0,15441881000.0,,58498000000.0,106042000000.0,0.9323622748656849,1.072544467915177,0.2836378841731131,0.2360326253375275,,0.29211090387773847,2023-12-30,2619994939193.2676,0.0501,0.9776724759559985,0.04864726204446858,,32.92
2024-03-22,171.75999450683594,173.0500030517578,170.05999755859375,172.27999877929688,71160100,170.56910705566406,0.005310282866745064,,4.98,4.22,2024-02-02,10-Q,2024,Q1,143692000000.0,133973000000.0,143692000000.0,133973000000.0,95088000000.0,10954000000.0,119575000000.0,40373000000.0,33916000000.0,74100000000.0,41974000000.0,15441881000.0,,58498000000.0,106042000000.0,0.9323622748656849,1.072544467915177,0.2836378841731131,0.2360326253375275,,0.29211090387773847,2023-12-30,2633907853429.8247,0.049800000000000004,0.97779041513399,0.04840273374989646,,32.92
2024-03-25,170.57000732421875,171.94000244140625,169.4499969482422,170.85000610351562,54288300,169.1533203125,-0.008300370258150114,,5.0,4.25,2024-02-02,10-Q,2024,Q1,143692000000.0,133973000000.0,143692000000.0,133973000000.0,95088000000.0,10954000000.0,119575000000.0,40373000000.0,33916000000.0,74100000000.0,41974000000.0,15441881000.0,,58498000000.0,106042000000.0,0.9323622748656849,1.072544467915177,0.2836378841731131,0.2360326253375275,,0.29211090387773847,2023-12-30,2612045443020.508,0.05,0.9776045243943557,0.048788091842760964,,32.92
2024-03-26,170.0,171.4199981689453,169.5800018310547,169.7100067138672,57388400,168.0246124267578,-0.006672691281832233,,5.0,4.24,2024-02-02,10-Q,2024,Q1,143692000000.0,133973000000.0,143692000000.0,133973000000.0,95088000000.0,10954000000.0,119575000000.0,40373000000.0,33916000000.0,74100000000.0,41974000000.0,15441881000.0,,58498000000.0,106042000000.0,0.9323622748656849,1.072544467915177,0.2836378841731131,0.2360326253375275,,0.29211090387773847,2023-12-30,2594616070165.115,0.05,0.9774540824468579,0.04909973490141294,,32.92
2024-03-27,170.41000366210938,173.60000610351562,170.11000061035156,173.30999755859375,60273300,171.58885192871094,0.021212603620834214,,4.99,4.2,2024-02-02,10-Q,2024,Q1,143692000000.0,133973000000.0,143692000000.0,133973000000.0,95088000000.0,10954000000.0,119575000000.0,40373000000.0,33916000000.0,74100000000.0,41974000000.0,15441881000.0,,58498000000.0,106042000000.0,0.9323622748656849,1.072544467915177,0.2836378841731131,0.2360326253375275,,0.29211090387773847,2023-12-30,2649654632409.775,0.0499,0.9779224057035698,0.048128923006853515,,32.92
2024-03-28,171.75,172.22999572753906,170.50999450683594,171.47999572753906,65672700,169.77703857421875,-0.01055903885437115,0.19975778398128666,5.03,4.2,2024-02-02,10-Q,2024,Q1,143692000000.0,133973000000.0,143692000000.0,133973000000.0,95088000000.0,10954000000.0,119575000000.0,40373000000.0,33916000000.0,74100000000.0,41974000000.0,15441881000.0,,58498000000.0,106042000000.0,0.9323622748656849,1.072544467915177,0.2836378841731131,0.2360326253375275,,0.29211090387773847,2023-12-30,2621676826195.4956,0.050300000000000004,0.9776867997552198,0.048617570609457934,4.89436146251407,32.92
