period_end,filed,form,fiscal_year,fiscal_period,assets,liabilities,current_assets,current_liabilities,long_term_debt,current_debt,revenue,operating_income,net_income,stockholders_equity,cash,shares_outstanding,interest_expense,default_point_proxy,total_debt_proxy,book_leverage,current_ratio,net_margin,return_on_assets,interest_coverage_proxy,cash_to_assets
2009-12-26,2010-01-25,10-Q,2010,Q1,33332000000.0,13097000000.0,33332000000.0,13097000000.0,,,15683000000.0,4725000000.0,3378000000.0,35768000000.0,7609000000.0,906794589.0,,13097000000.0,13097000000.0,0.3929257170286811,2.5450103077040542,0.21539246317668814,0.10134405376215048,,0.22827913116524662
2009-12-26,2010-10-27,10-K,2010,FY,,,,,,,15683000000.0,,3378000000.0,,,917307099.0,,,,,,0.21539246317668814,,,
2009-12-26,2011-01-19,10-Q,2011,Q1,,,,,,,15683000000.0,4725000000.0,3378000000.0,,7609000000.0,921278012.0,,,,,,0.21539246317668814,,,
2009-12-26,2011-10-26,10-K,2011,FY,,,,,,,15683000000.0,,3378000000.0,,,929409000.0,,,,,,0.21539246317668814,,,
2010-01-15,2010-01-25,10-Q,2010,Q1,,,,,,,,,,,,906794589.0,,,,,,,,,
2010-03-27,2010-04-21,10-Q,2010,Q2,32336000000.0,12229000000.0,32336000000.0,12229000000.0,,,13499000000.0,3979000000.0,3074000000.0,39348000000.0,10018000000.0,909938383.0,,12229000000.0,12229000000.0,0.37818530430479963,2.644206394635702,0.22772057189421438,0.09506432459178625,,0.3098095002474023
2010-03-27,2010-10-27,10-K,2010,FY,,,,,,,13499000000.0,,3074000000.0,,,917307099.0,,,,,,0.22772057189421438,,,
2010-03-27,2011-04-21,10-Q,2011,Q2,,,,,,,13499000000.0,3979000000.0,3074000000.0,,10018000000.0,924754561.0,,,,,,0.22772057189421438,,,
2010-03-27,2011-10-26,10-K,2011,FY,,,,,,,13499000000.0,,3074000000.0,,,929409000.0,,,,,,0.22772057189421438,,,
2010-04-09,2010-04-21,10-Q,2010,Q2,,,,,,,,,,,,909938383.0,,,,,,,,,
2010-06-26,2010-07-21,10-Q,2010,Q3,36033000000.0,15612000000.0,36033000000.0,15612000000.0,,,15700000000.0,4234000000.0,3253000000.0,43111000000.0,9705000000.0,913562880.0,,15612000000.0,15612000000.0,0.433269502955624,2.308032282859339,0.20719745222929936,0.0902783559514889,,0.2693364415952044
2010-06-26,2010-10-27,10-K,2010,FY,,,,,,,15700000000.0,,3253000000.0,,,917307099.0,,,,,,0.20719745222929936,,,
2010-06-26,2011-07-20,10-Q,2011,Q3,,,,,,,15700000000.0,4234000000.0,3253000000.0,,9705000000.0,927090886.0,,,,,,0.20719745222929936,,,
2010-06-26,2011-10-26,10-K,2011,FY,,,,,,,15700000000.0,,3253000000.0,,,929409000.0,,,,,,0.20719745222929936,,,
2010-07-09,2010-07-21,10-Q,2010,Q3,,,,,,,,,,,,913562880.0,,,,,,,,,
2010-09-25,2010-10-27,10-K,2010,FY,41678000000.0,20722000000.0,41678000000.0,20722000000.0,,,20343000000.0,18385000000.0,4308000000.0,47791000000.0,11261000000.0,917307099.0,,20722000000.0,20722000000.0,0.49719276356830944,2.0112923462986196,0.2117681757852824,0.10336388502327366,,0.27019050818177454
2010-09-25,2011-01-19,10-Q,2011,Q1,41678000000.0,20722000000.0,41678000000.0,20722000000.0,,,,,,47791000000.0,11261000000.0,921278012.0,,20722000000.0,20722000000.0,0.49719276356830944,2.0112923462986196,,,,0.27019050818177454
2010-09-25,2011-04-21,10-Q,2011,Q2,41678000000.0,20722000000.0,41678000000.0,20722000000.0,,,,,,47791000000.0,11261000000.0,924754561.0,,20722000000.0,20722000000.0,0.49719276356830944,2.0112923462986196,,,,0.27019050818177454
2010-09-25,2011-07-20,10-Q,2011,Q3,41678000000.0,20722000000.0,41678000000.0,20722000000.0,,,,,,47791000000.0,11261000000.0,927090886.0,,20722000000.0,20722000000.0,0.49719276356830944,2.0112923462986196,,,,0.27019050818177454
2010-09-25,2011-10-26,10-K,2011,FY,41678000000.0,20722000000.0,41678000000.0,20722000000.0,,,20343000000.0,18385000000.0,4308000000.0,47791000000.0,11261000000.0,929409000.0,,20722000000.0,20722000000.0,0.49719276356830944,2.0112923462986196,0.2117681757852824,0.10336388502327366,,0.27019050818177454
2010-09-25,2012-01-25,10-Q,2012,Q1,,,,,,,,,,,11261000000.0,932370000.0,,,,,,,,,
2010-09-25,2012-04-25,10-Q,2012,Q2,,,,,,,,,,,11261000000.0,935062000.0,,,,,,,,,
2010-09-25,2012-07-25,10-Q,2012,Q3,,,,,,,,,,,11261000000.0,937406000.0,,,,,,,,,
2010-09-25,2012-10-31,10-K,2012,FY,,,,,,,65225000000.0,18385000000.0,14013000000.0,47791000000.0,11261000000.0,940692000.0,,,,,,0.21484093522422384,,,
2010-09-25,2013-10-30,10-K,2013,FY,,,,,,,,,,47791000000.0,11261000000.0,899738000.0,,,,,,,,,
2010-10-15,2010-10-27,10-K,2010,FY,,,,,,,,,,,,917307099.0,,,,,,,,,
2010-12-25,2011-01-19,10-Q,2011,Q1,43927000000.0,23795000000.0,43927000000.0,23795000000.0,,,26741000000.0,7827000000.0,6004000000.0,54666000000.0,10734000000.0,921278012.0,,23795000000.0,23795000000.0,0.5416941744257519,1.846060096658962,0.22452413896264165,0.13668131217702098,,0.24435996084412775
2010-12-25,2011-10-26,10-K,2011,FY,,,,,,,26741000000.0,,6004000000.0,,,929409000.0,,,,,,0.22452413896264165,,,
2010-12-25,2012-01-25,10-Q,2012,Q1,,,,,,,26741000000.0,7827000000.0,6004000000.0,,10734000000.0,932370000.0,,,,,,0.22452413896264165,,,
2010-12-25,2012-10-31,10-K,2012,FY,,,,,,,26741000000.0,,6004000000.0,,,940692000.0,,,,,,0.22452413896264165,,,
2011-01-07,2011-01-19,10-Q,2011,Q1,,,,,,,,,,,,921278012.0,,,,,,,,,
2011-03-26,2011-04-21,10-Q,2011,Q2,46997000000.0,24327000000.0,46997000000.0,24327000000.0,,,24667000000.0,7874000000.0,5987000000.0,61477000000.0,15978000000.0,924754561.0,,24327000000.0,24327000000.0,0.5176287848160521,1.9318863813869362,0.24271293631167146,0.12739111007085557,,0.3399791476051663
