period_end,filed,form,fiscal_year,fiscal_period,assets,liabilities,current_assets,current_liabilities,long_term_debt,current_debt,revenue,operating_income,net_income,stockholders_equity,cash,shares_outstanding,interest_expense,default_point_proxy,total_debt_proxy,book_leverage,current_ratio,net_margin,return_on_assets,interest_coverage_proxy,cash_to_assets
2011-09-30,2012-02-01,10-K,2011,FY,,,,,,,10876000000.0,,63000000.0,,,455068465.0,,,,,,0.005792570798087532,,,
2011-09-30,2012-10-26,10-Q,2012,Q3,,,,,,,10876000000.0,79000000.0,63000000.0,,2823000000.0,452958533.0,17000000.0,,,,,0.005792570798087532,,4.647058823529412,
2011-09-30,2013-01-30,10-K,2012,FY,,,,,,,13806000000.0,,-274000000.0,,,454551069.0,,,,,,-0.019846443575257135,,,
2011-09-30,2013-10-25,10-Q,2013,Q3,,,,,,,,,,,2823000000.0,457733620.0,,,,,,,,,
2011-10-14,2011-10-26,10-Q,2011,Q3,,,,,,,,,,,,454754345.0,,,,,,,,,
2011-12-31,2012-02-01,10-K,2011,FY,17490000000.0,14896000000.0,17490000000.0,14896000000.0,255000000.0,129000000.0,17431000000.0,862000000.0,177000000.0,7757000000.0,5269000000.0,455068465.0,65000000.0,256500000.0,384000000.0,0.8516866781017725,1.174140708915145,0.010154322758304172,0.010120068610634648,13.261538461538462,0.3012578616352201
2011-12-31,2012-04-27,10-Q,2012,Q1,17490000000.0,14896000000.0,17490000000.0,14896000000.0,,,,,,7757000000.0,5269000000.0,450525501.0,,14896000000.0,14896000000.0,0.8516866781017725,1.174140708915145,,,,0.3012578616352201
2011-12-31,2012-07-27,10-Q,2012,Q2,17490000000.0,14896000000.0,17490000000.0,14896000000.0,,,,,,7757000000.0,5269000000.0,452065256.0,,14896000000.0,14896000000.0,0.8516866781017725,1.174140708915145,,,,0.3012578616352201
2011-12-31,2012-10-26,10-Q,2012,Q3,17490000000.0,14896000000.0,17490000000.0,14896000000.0,,,,,,7757000000.0,5269000000.0,452958533.0,,14896000000.0,14896000000.0,0.8516866781017725,1.174140708915145,,,,0.3012578616352201
2011-12-31,2013-01-30,10-K,2012,FY,17490000000.0,14896000000.0,17490000000.0,14896000000.0,255000000.0,129000000.0,21268000000.0,862000000.0,97000000.0,7757000000.0,5269000000.0,454551069.0,65000000.0,256500000.0,384000000.0,0.8516866781017725,1.174140708915145,0.004560842580402483,0.005546026300743282,13.261538461538462,0.3012578616352201
2011-12-31,2013-04-26,10-Q,2013,Q1,,,,,,,,,,,5269000000.0,455242694.0,,,,,,,,,
2011-12-31,2013-07-26,10-Q,2013,Q2,,,,,,,,,,,5269000000.0,456883519.0,,,,,,,,,
2011-12-31,2013-10-25,10-Q,2013,Q3,,,,,,,,,,,5269000000.0,457733620.0,,,,,,,,,
2011-12-31,2014-01-31,10-K,2013,FY,,,,,,,48077000000.0,862000000.0,631000000.0,7757000000.0,5269000000.0,459264535.0,65000000.0,,,,,0.013124779000353599,,13.261538461538462,
2011-12-31,2015-01-30,10-K,2014,FY,,,,,,,,,,7757000000.0,5269000000.0,464383939.0,,,,,,,,,
2012-01-19,2012-02-01,10-K,2011,FY,,,,,,,,,,,,455068465.0,,,,,,,,,
2012-03-31,2012-04-27,10-Q,2012,Q1,12154000000.0,10488000000.0,12154000000.0,10488000000.0,,,13185000000.0,192000000.0,130000000.0,7271000000.0,2288000000.0,450525501.0,21000000.0,10488000000.0,10488000000.0,0.8629257857495475,1.1588482074752098,0.009859689040576413,0.010696067138390653,9.142857142857142,0.1882507816356755
2012-03-31,2012-07-27,10-Q,2012,Q2,,,,,,,,,,,2288000000.0,452065256.0,,,,,,,,,
2012-03-31,2013-01-30,10-K,2012,FY,,,,,,,9857000000.0,,201000000.0,,,454551069.0,,,,,,0.020391599878259104,,,
2012-03-31,2013-04-26,10-Q,2013,Q1,,,,,,,13185000000.0,192000000.0,130000000.0,,2288000000.0,455242694.0,21000000.0,,,,,0.009859689040576413,,9.142857142857142,
2012-03-31,2013-07-26,10-Q,2013,Q2,,,,,,,,,,,2288000000.0,456883519.0,,,,,,,,,
2012-03-31,2014-01-31,10-K,2013,FY,,,,,,,13185000000.0,192000000.0,130000000.0,,,459264535.0,,,,,,0.009859689040576413,,,
2012-03-31,2014-04-25,10-Q,2014,Q1,,,,,,,,,,,2288000000.0,460167404.0,,,,,,,,,
2012-04-13,2012-04-27,10-Q,2012,Q1,,,,,,,,,,,,450525501.0,,,,,,,,,
2012-06-30,2012-07-27,10-Q,2012,Q2,11793000000.0,10964000000.0,11793000000.0,10964000000.0,,,12834000000.0,107000000.0,7000000.0,7505000000.0,2335000000.0,452065256.0,21000000.0,10964000000.0,10964000000.0,0.9297040617315356,1.075611090842758,0.0005454262116253701,0.0005935724582379377,5.095238095238095,0.19799881285508353
2012-06-30,2012-10-26,10-Q,2012,Q3,,,,,,,,,,,2335000000.0,452958533.0,,,,,,,,,
2012-06-30,2013-01-30,10-K,2012,FY,,,,,,,9913000000.0,,191000000.0,,,454551069.0,,,,,,0.019267628366791082,,,
2012-06-30,2013-07-26,10-Q,2013,Q2,,,,,,,12834000000.0,107000000.0,7000000.0,,2335000000.0,456883519.0,21000000.0,,,,,0.0005454262116253701,,5.095238095238095,
2012-06-30,2013-10-25,10-Q,2013,Q3,,,,,,,,,,,2335000000.0,457733620.0,,,,,,,,,
2012-06-30,2014-01-31,10-K,2013,FY,,,,,,,12834000000.0,107000000.0,7000000.0,,,459264535.0,,,,,,0.0005454262116253701,,,
2012-06-30,2014-07-25,10-Q,2014,Q2,,,,,,,,,,,2335000000.0,462036113.0,,,,,,,,,
2012-07-13,2012-07-27,10-Q,2012,Q2,,,,,,,,,,,,452065256.0,,,,,,,,,
2012-09-30,2012-10-26,10-Q,2012,Q3,13118000000.0,12605000000.0,13118000000.0,12605000000.0,,,13806000000.0,-28000000.0,-274000000.0,7553000000.0,2980000000.0,452958533.0,22000000.0,12605000000.0,12605000000.0,0.9608934288763531,1.040698135660452,-0.019846443575257135,-0.02088733038572953,-1.2727272727272727,0.2271687757280073
2012-09-30,2013-01-30,10-K,2012,FY,,,,,,,10876000000.0,,63000000.0,,,454551069.0,,,,,,0.005792570798087532,,,
