period_end,filed,form,fiscal_year,fiscal_period,assets,liabilities,current_assets,current_liabilities,long_term_debt,current_debt,revenue,operating_income,net_income,stockholders_equity,cash,shares_outstanding,interest_expense,default_point_proxy,total_debt_proxy,book_leverage,current_ratio,net_margin,return_on_assets,interest_coverage_proxy,cash_to_assets
2011-05-08,2011-06-09,10-Q,2011,Q3,14069000000.0,12494000000.0,14069000000.0,12494000000.0,1247000000.0,1000000.0,20188000000.0,556000000.0,341000000.0,12541000000.0,4082000000.0,437812960.0,27000000.0,624500000.0,1248000000.0,0.8880517449712133,1.1260605090443412,0.016891222508420844,0.024237685691946835,20.59259259259259,0.29014144573175066
2011-05-08,2011-10-14,10-K,2011,FY,,,,,,,20188000000.0,556000000.0,341000000.0,,,433365150.0,27000000.0,,,,,0.016891222508420844,,20.59259259259259,
2011-05-08,2012-06-06,10-Q,2012,Q3,26974000000.0,,,,,,20188000000.0,556000000.0,341000000.0,12541000000.0,4082000000.0,432344799.0,27000000.0,,,,,0.016891222508420844,0.012641803217913547,20.59259259259259,0.15133091124786832
2011-05-08,2012-10-19,10-K,2012,FY,,,,,,,20188000000.0,556000000.0,341000000.0,,,432424379.0,27000000.0,,,,,0.016891222508420844,,20.59259259259259,
2011-05-27,2011-06-09,10-Q,2011,Q3,,,,,,,,,,,,437812960.0,,,,,,,,,
2011-08-28,2011-10-14,10-K,2011,FY,13706000000.0,12050000000.0,13706000000.0,12050000000.0,1253000000.0,0.0,27588000000.0,762000000.0,500000000.0,12573000000.0,4009000000.0,433365150.0,36000000.0,626500000.0,1253000000.0,0.8791770027725084,1.1374273858921162,0.01812382195157315,0.036480373559025246,21.166666666666668,0.29249963519626443
2011-08-28,2011-12-16,10-Q,2012,Q1,13706000000.0,12050000000.0,13706000000.0,12050000000.0,1253000000.0,0.0,88915000000.0,2439000000.0,,12573000000.0,4009000000.0,434928977.0,,626500000.0,1253000000.0,0.8791770027725084,1.1374273858921162,,,,0.29249963519626443
2011-08-28,2012-03-15,10-Q,2012,Q2,13706000000.0,12050000000.0,13706000000.0,12050000000.0,1253000000.0,900000000.0,88915000000.0,2439000000.0,,12573000000.0,4009000000.0,433973086.0,,1526500000.0,2153000000.0,0.8791770027725084,1.1374273858921162,,,,0.29249963519626443
2011-08-28,2012-06-06,10-Q,2012,Q3,13706000000.0,12050000000.0,13706000000.0,12050000000.0,1253000000.0,900000000.0,88915000000.0,2439000000.0,,12573000000.0,4009000000.0,432344799.0,,1526500000.0,2153000000.0,0.8791770027725084,1.1374273858921162,,,,0.29249963519626443
2011-08-28,2012-10-19,10-K,2012,FY,13706000000.0,12050000000.0,13706000000.0,12050000000.0,1253000000.0,900000000.0,27588000000.0,762000000.0,500000000.0,12573000000.0,4009000000.0,432424379.0,36000000.0,1526500000.0,2153000000.0,0.8791770027725084,1.1374273858921162,0.01812382195157315,0.036480373559025246,21.166666666666668,0.29249963519626443
2011-08-28,2012-12-21,10-Q,2013,Q1,,,,,,,,,,12573000000.0,4009000000.0,435636480.0,,,,,,,,,
2011-08-28,2013-03-20,10-Q,2013,Q2,,,,,,,,,,12573000000.0,4009000000.0,436371394.0,,,,,,,,,
2011-08-28,2013-06-11,10-Q,2013,Q3,,,,,,,,,,12573000000.0,4009000000.0,436684233.0,,,,,,,,,
2011-08-28,2013-10-16,10-K,2013,FY,26761000000.0,,,,,,87048000000.0,2439000000.0,1542000000.0,12573000000.0,4009000000.0,436922037.0,116000000.0,,,,,0.017714364488558038,0.05762116512835843,21.025862068965516,0.14980755577145846
2011-08-28,2014-10-15,10-K,2014,FY,,,,,,,,,,12573000000.0,4009000000.0,437762068.0,,,,,,,,,
2011-09-30,2011-10-14,10-K,2011,FY,,,,,,,,,,,,433365150.0,,,,,,,,,
2011-11-20,2011-12-16,10-Q,2012,Q1,14993000000.0,13311000000.0,14993000000.0,13311000000.0,1330000000.0,34000000.0,21181000000.0,543000000.0,328000000.0,12447000000.0,4319000000.0,434928977.0,27000000.0,699000000.0,1364000000.0,0.8878143133462283,1.1263616557734204,0.015485576696095557,0.021876875875408524,20.11111111111111,0.28806776495697994
2011-11-20,2012-10-19,10-K,2012,FY,,,,,,,21181000000.0,543000000.0,328000000.0,,,432424379.0,27000000.0,,,,,0.015485576696095557,,20.11111111111111,
2011-11-20,2012-12-21,10-Q,2013,Q1,28004000000.0,,,,,,21181000000.0,543000000.0,328000000.0,12447000000.0,4319000000.0,435636480.0,27000000.0,,,,,0.015485576696095557,0.011712612483930867,20.11111111111111,0.1542279674332238
2011-11-20,2013-10-16,10-K,2013,FY,,,,,,,21181000000.0,543000000.0,328000000.0,,,436922037.0,27000000.0,,,,,0.015485576696095557,,20.11111111111111,
2011-12-09,2011-12-16,10-Q,2012,Q1,,,,,,,,,,,,434928977.0,,,,,,,,,
2012-02-12,2012-03-15,10-Q,2012,Q2,14360000000.0,12409000000.0,14360000000.0,12409000000.0,1380000000.0,900000000.0,22508000000.0,644000000.0,412000000.0,12819000000.0,4389000000.0,433973086.0,27000000.0,1590000000.0,2280000000.0,0.8641364902506964,1.1572245950519784,0.01830460280789053,0.028690807799442896,23.85185185185185,0.3056406685236769
2012-02-12,2012-10-19,10-K,2012,FY,,,,,,,22508000000.0,644000000.0,412000000.0,,,432424379.0,27000000.0,,,,,0.01830460280789053,,23.85185185185185,
2012-02-12,2013-03-20,10-Q,2013,Q2,27511000000.0,,,,,,22508000000.0,644000000.0,412000000.0,12819000000.0,4389000000.0,436371394.0,27000000.0,,,,,0.01830460280789053,0.01497582785067791,23.85185185185185,0.1595361855257897
2012-02-12,2013-10-16,10-K,2013,FY,,,,,,,22508000000.0,644000000.0,412000000.0,,,436922037.0,27000000.0,,,,,0.01830460280789053,,23.85185185185185,
2012-03-09,2012-03-15,10-Q,2012,Q2,,,,,,,,,,,,433973086.0,,,,,,,,,
