trading_date,open,high,low,close,volume,adj_close,daily_return,equity_vol_252d
2021-01-04,163.5,163.60000610351562,157.2010040283203,159.3314971923828,88228000,159.3314971923828,,
2021-01-05,158.30050659179688,161.16900634765625,158.2530059814453,160.92550659179688,53110000,160.92550659179688,0.010004358381754175,
2021-01-06,157.32400512695312,159.87550354003906,156.55799865722656,156.91900634765625,87896000,156.91900634765625,-0.024896614147709384,
2021-01-07,157.85000610351562,160.427001953125,157.75,158.10800170898438,70290000,158.10800170898438,0.0075771277744003385,
2021-01-08,159.0,159.53199768066406,157.11000061035156,159.13499450683594,70754000,159.13499450683594,0.006495514374673217,
2021-01-11,157.40049743652344,157.81900024414062,155.5,155.7104949951172,73668000,155.7104949951172,-0.021519462280005563,
2021-01-12,156.0,157.10699462890625,154.3000030517578,156.04150390625,70292000,156.04150390625,0.002125797051401035,
2021-01-13,156.4219970703125,159.49749755859375,156.10400390625,158.29449462890625,66424000,158.29449462890625,0.014438406874172749,
2021-01-14,158.37600708007812,158.89999389648438,156.0294952392578,156.37350463867188,61418000,156.37350463867188,-0.012135545173177387,
2021-01-15,156.1510009765625,157.12750244140625,154.7584991455078,155.21249389648438,84880000,155.21249389648438,-0.007424600125642833,
2021-01-19,155.35000610351562,157.25,154.8000030517578,156.03799438476562,66102000,156.03799438476562,0.005318518294228358,
2021-01-20,159.09950256347656,163.99000549316406,158.75,163.16900634765625,106196000,163.16900634765625,0.04570048462239673,
2021-01-21,164.64999389648438,167.42750549316406,164.47850036621094,165.34950256347656,98722000,165.34950256347656,0.013363421550624865,
2021-01-22,165.2154998779297,166.0955047607422,164.1580047607422,164.6114959716797,56438000,164.6114959716797,-0.00446331304512726,
2021-01-25,166.4250030517578,168.1945037841797,162.15750122070312,164.6999969482422,74996000,164.6999969482422,0.0005376354551673845,
2021-01-26,164.8179931640625,166.89999389648438,164.14349365234375,166.30650329589844,59104000,166.30650329589844,0.009754137082109926,
2021-01-27,167.07449340820312,167.3260040283203,160.35400390625,161.62899780273438,93204000,161.62899780273438,-0.02812581228312927,
2021-01-28,161.7519989013672,165.08399963378906,161.4344940185547,161.88099670410156,62984000,161.88099670410156,0.0015591193708615059,
2021-01-29,161.5,161.84950256347656,159.2274932861328,160.30999755859375,85872000,160.30999755859375,-0.009704654514695155,
2021-02-01,162.1179962158203,167.51300048828125,161.75149536132812,167.1439971923828,83204000,167.1439971923828,0.042629902924745666,
2021-02-02,169.0,171.38699340820312,168.05650329589844,169.0,141972000,169.0,0.011104214562255077,
2021-02-03,171.25050354003906,171.6999969482422,165.43099975585938,165.62649536132812,141776000,165.62649536132812,-0.019961565909300982,
2021-02-04,166.5,167.35000610351562,163.8874969482422,166.5500030517578,73414000,166.5500030517578,0.005575845147329783,
2021-02-05,165.9499969482422,168.85000610351562,165.135498046875,167.6074981689453,72416000,167.6074981689453,0.006349415177487883,
2021-02-08,167.9250030517578,168.25,165.1999969482422,166.14700317382812,65148000,166.14700317382812,-0.008713780773966562,
2021-02-09,165.62449645996094,166.89999389648438,164.89199829101562,165.25,44070000,165.25,-0.00539885256244832,
2021-02-10,165.6999969482422,165.8975067138672,162.6999969482422,164.32899475097656,63032000,164.32899475097656,-0.005573405440383872,
