period_end,filed,form,fiscal_year,fiscal_period,assets,liabilities,current_assets,current_liabilities,long_term_debt,current_debt,revenue,operating_income,net_income,stockholders_equity,cash,shares_outstanding,interest_expense,default_point_proxy,total_debt_proxy,book_leverage,current_ratio,net_margin,return_on_assets,interest_coverage_proxy,cash_to_assets
2012-01-31,2013-03-01,10-Q,2013,Q2,,,,,,,999000000.0,195000000.0,118000000.0,2223000000.0,277000000.0,296388841.0,,,,,,0.11811811811811812,,,
2012-01-31,2013-05-30,10-Q,2013,Q3,,,,,,,,,,,277000000.0,296925259.0,,,,,,,,,
2012-01-31,2013-09-13,10-K,2013,FY,,,,,,,884000000.0,84000000.0,71000000.0,,,282712839.0,,,,,,0.08031674208144797,,,
2012-02-22,2012-02-29,10-Q,2012,Q2,,,,,,,,,,,,294908350.0,,,,,,,,,
2012-04-30,2012-05-25,10-Q,2012,Q3,2330000000.0,1587000000.0,2330000000.0,1587000000.0,,,1945000000.0,1107000000.0,734000000.0,2835000000.0,859000000.0,293668960.0,,1587000000.0,1587000000.0,0.6811158798283262,1.4681789540012602,0.3773778920308483,0.3150214592274678,,0.3686695278969957
2012-04-30,2013-05-30,10-Q,2013,Q3,,,,,,,1926000000.0,1111000000.0,734000000.0,2835000000.0,859000000.0,296925259.0,,,,,,0.3811007268951194,,,
2012-04-30,2013-09-13,10-K,2013,FY,,,,,,,2091000000.0,1282000000.0,822000000.0,,,282712839.0,,,,,,0.3931133428981349,,,
2012-05-18,2012-05-25,10-Q,2012,Q3,,,,,,,,,,,,293668960.0,,,,,,,,,
2012-07-31,2012-09-13,10-K,2012,FY,1523000000.0,1265000000.0,1523000000.0,1265000000.0,499000000.0,0.0,651000000.0,-45000000.0,4000000.0,2744000000.0,393000000.0,295371402.0,,249500000.0,499000000.0,0.8305975049244911,1.2039525691699604,0.006144393241167435,0.0026263952724885093,,0.25804333552199604
2012-07-31,2012-11-29,10-Q,2013,Q1,1523000000.0,1265000000.0,1523000000.0,1265000000.0,499000000.0,,,,,2744000000.0,393000000.0,296053798.0,,1514500000.0,1764000000.0,0.8305975049244911,1.2039525691699604,,,,0.25804333552199604
2012-07-31,2013-03-01,10-Q,2013,Q2,1523000000.0,1265000000.0,1523000000.0,1265000000.0,499000000.0,,,,,2744000000.0,393000000.0,296388841.0,,1514500000.0,1764000000.0,0.8305975049244911,1.2039525691699604,,,,0.25804333552199604
