period_end,filed,form,fiscal_year,fiscal_period,assets,liabilities,long_term_debt,revenue,net_income,stockholders_equity,cash,shares_outstanding,interest_expense,current_debt,current_liabilities,current_assets,operating_income,default_point_proxy,total_debt_proxy,book_leverage,current_ratio,net_margin,return_on_assets,interest_coverage_proxy,cash_to_assets
2017-12-31,2018-05-03,10-Q,2018,Q1,380768000000.0,333183000000.0,,,,47585000000.0,,469498755.0,,,,,,,,0.8750288889822674,,,,,
2017-12-31,2018-08-02,10-Q,2018,Q2,380768000000.0,333183000000.0,,,,47585000000.0,,464302343.0,,,,,,,,0.8750288889822674,,,,,
2017-12-31,2018-11-01,10-Q,2018,Q3,380768000000.0,333183000000.0,,,,47585000000.0,,461424528.0,,,,,,,,0.8750288889822674,,,,,
2017-12-31,2019-03-01,10-K,2018,FY,380768000000.0,333183000000.0,,16329000000.0,5388000000.0,47585000000.0,,453612522.0,1706000000.0,,,,,,,0.8750288889822674,,0.3299650927797171,0.0141503487688041,,
2017-12-31,2019-05-03,10-Q,2019,Q1,,,,,,47585000000.0,,451437916.0,,,,,,,,,,,,,
2017-12-31,2019-11-04,10-Q,2019,Q3,,,,,,47585000000.0,,438170412.0,,,,,,,,,,,,,
2017-12-31,2020-03-02,10-K,2019,FY,,,,16329000000.0,5388000000.0,47585000000.0,,428726784.0,1706000000.0,,,,,,,,,0.3299650927797171,,,
2017-12-31,2021-02-26,10-K,2020,FY,,,,,,47585000000.0,5249000000.0,424020492.0,,,,,,,,,,,,,
2018-01-01,2019-03-01,10-K,2018,FY,,,,,,47569000000.0,,453612522.0,,,,,,,,,,,,,
2018-01-01,2019-05-03,10-Q,2019,Q1,,,,,,47569000000.0,,451437916.0,,,,,,,,,,,,,
2018-01-01,2019-08-01,10-Q,2019,Q2,,,,,,47569000000.0,,445256904.0,,,,,,,,,,,,,
2018-02-09,2018-02-28,10-K,2017,FY,,,,,,,,471590384.0,,,,,,,,,,,,,
2018-03-31,2018-05-03,10-Q,2018,Q1,379161000000.0,332126000000.0,,4111000000.0,1239000000.0,47035000000.0,,469498755.0,557000000.0,,,,,,,0.8759497944145099,,0.301386523960107,0.0032677411442632548,,
2018-03-31,2019-05-03,10-Q,2019,Q1,,,,4111000000.0,1239000000.0,47035000000.0,,451437916.0,557000000.0,,,,,,,,,0.301386523960107,,,
2018-03-31,2019-08-01,10-Q,2019,Q2,,,,,,47035000000.0,,445256904.0,,,,,,,,,,,,,
2018-04-20,2018-05-03,10-Q,2018,Q1,,,,,,,,469498755.0,,,,,,,,,,,,,
2018-06-30,2018-08-02,10-Q,2018,Q2,380711000000.0,333736000000.0,,4324000000.0,1356000000.0,46975000000.0,,464302343.0,669000000.0,,,,,,,0.8766124435595504,,0.3135985198889917,0.003561756818163909,,
2018-06-30,2019-08-01,10-Q,2019,Q2,,,,4324000000.0,1356000000.0,46975000000.0,,445256904.0,669000000.0,,,,,,,,,0.3135985198889917,,,
2018-06-30,2019-11-04,10-Q,2019,Q3,,,,,,46975000000.0,,438170412.0,,,,,,,,,,,,,
2018-07-20,2018-08-02,10-Q,2018,Q2,,,,,,,,464302343.0,,,,,,,,,,,,,
2018-09-30,2018-11-01,10-Q,2018,Q3,380080000000.0,332978000000.0,,4357000000.0,1400000000.0,47102000000.0,,461424528.0,757000000.0,,,,,,,0.8760734582193223,,0.3213220105577232,0.0036834350663018313,,
2018-09-30,2019-11-04,10-Q,2019,Q3,,,,4357000000.0,1400000000.0,47102000000.0,,438170412.0,757000000.0,,,,,,,,,0.3213220105577232,,,
2018-10-19,2018-11-01,10-Q,2018,Q3,,,,,,,,461424528.0,,,,,,,,,,,,,
2018-12-31,2019-03-01,10-K,2018,FY,382315000000.0,334545000000.0,,17132000000.0,5346000000.0,47770000000.0,,453612522.0,2861000000.0,,,,,,,0.8750506781057505,,0.31204763016577164,0.01398323372088461,,
2018-12-31,2019-05-03,10-Q,2019,Q1,382315000000.0,334545000000.0,,,,47770000000.0,,451437916.0,,,,,,,,0.8750506781057505,,,,,
2018-12-31,2019-08-01,10-Q,2019,Q2,382315000000.0,334545000000.0,,,,47770000000.0,,445256904.0,,,,,,,,0.8750506781057505,,,,,
2018-12-31,2019-11-04,10-Q,2019,Q3,382315000000.0,334545000000.0,,,,47770000000.0,,438170412.0,,,,,,,,0.8750506781057505,,,,,
2018-12-31,2020-03-02,10-K,2019,FY,382315000000.0,334545000000.0,,17132000000.0,5346000000.0,47770000000.0,,428726784.0,2861000000.0,,,,,,,0.8750506781057505,,0.31204763016577164,0.01398323372088461,,
2018-12-31,2020-05-05,10-Q,2020,Q1,,,,,,47770000000.0,5608000000.0,424260434.0,,,,,,,,,,,,,
2018-12-31,2020-08-04,10-Q,2020,Q2,,,,,,47770000000.0,5608000000.0,424502851.0,,,,,,,,,,,,,
2018-12-31,2020-11-03,10-Q,2020,Q3,,,,,,47770000000.0,5608000000.0,423701045.0,,,,,,,,,,,,,
2018-12-31,2021-02-26,10-K,2020,FY,,,,16190000000.0,5346000000.0,47770000000.0,5608000000.0,424020492.0,2861000000.0,,,,,,,,,0.33020382952439775,,,
2018-12-31,2022-02-25,10-K,2021,FY,,,,,,47770000000.0,5608000000.0,418454799.0,,,,,,,,,,,,,
2019-01-01,2019-05-03,10-Q,2019,Q1,,,,,,47832000000.0,,451437916.0,,,,,,,,,,,,,
2019-01-01,2019-08-01,10-Q,2019,Q2,,,,,,47832000000.0,,445256904.0,,,,,,,,,,,,,
2019-02-08,2019-03-01,10-K,2018,FY,,,,,,,,453612522.0,,,,,,,,,,,,,
2019-03-31,2019-05-03,10-Q,2019,Q1,392837000000.0,344262000000.0,,4286000000.0,1271000000.0,48575000000.0,,451437916.0,953000000.0,,,,,,,0.8763482054898087,,0.29654689687354174,0.003235438617034546,,
2019-03-31,2019-08-01,10-Q,2019,Q2,,,,,,48575000000.0,,445256904.0,,,,,,,,,,,,,
2019-03-31,2020-05-05,10-Q,2020,Q1,,,,4286000000.0,1271000000.0,48575000000.0,5062000000.0,424260434.0,953000000.0,,,,,,,,,0.29654689687354174,,,
2019-04-19,2019-05-03,10-Q,2019,Q1,,,,,,,,451437916.0,,,,,,,,,,,,,
2019-06-30,2019-08-01,10-Q,2019,Q2,405761000000.0,356380000000.0,,4439000000.0,1374000000.0,49381000000.0,,445256904.0,999000000.0,,,,,,,0.8783002802142148,,0.30952917323721557,0.003386229824946212,,
2019-06-30,2019-11-04,10-Q,2019,Q3,,,,,,49381000000.0,,438170412.0,,,,,,,,,,,,,
2019-06-30,2020-08-04,10-Q,2020,Q2,,,,4215000000.0,1374000000.0,49381000000.0,5416000000.0,424502851.0,999000000.0,,,,,,,,,0.32597864768683277,,,
2019-07-19,2019-08-01,10-Q,2019,Q2,,,,,,,,445256904.0,,,,,,,,,,,,,
2019-09-30,2019-11-04,10-Q,2019,Q3,408916000000.0,359461000000.0,,4493000000.0,1392000000.0,49455000000.0,,438170412.0,999000000.0,,,,,,,0.8790582907002905,,0.30981526819496996,0.0034041221179900026,,
2019-09-30,2020-11-03,10-Q,2020,Q3,,,,4242000000.0,1392000000.0,49455000000.0,5671000000.0,423701045.0,999000000.0,,,,,,,,,0.32814710042432815,,,
2019-10-17,2019-11-04,10-Q,2019,Q3,,,,,,,,438170412.0,,,,,,,,,,,,,
2019-12-31,2020-03-02,10-K,2019,FY,410295000000.0,360952000000.0,,17827000000.0,5418000000.0,49343000000.0,,428726784.0,3797000000.0,,,,,,,0.8797377496679218,,0.30392101867953103,0.013205132892187329,,
2019-12-31,2020-05-05,10-Q,2020,Q1,410295000000.0,360952000000.0,,,,49343000000.0,5061000000.0,424260434.0,,,,,,,,0.8797377496679218,,,,,0.012335027236500566
2019-12-31,2020-08-04,10-Q,2020,Q2,410295000000.0,360952000000.0,,,,49343000000.0,5061000000.0,424502851.0,,,,,,,,0.8797377496679218,,,,,0.012335027236500566
2019-12-31,2020-11-03,10-Q,2020,Q3,410295000000.0,360952000000.0,,,,49343000000.0,5061000000.0,423701045.0,,,,,,,,0.8797377496679218,,,,,0.012335027236500566
2019-12-31,2021-02-26,10-K,2020,FY,410295000000.0,360952000000.0,,16839000000.0,5418000000.0,49343000000.0,5061000000.0,424020492.0,3797000000.0,,,,,,,0.8797377496679218,,0.32175307322287544,0.013205132892187329,,0.012335027236500566
2019-12-31,2021-05-05,10-Q,2021,Q1,,,,,,49343000000.0,5061000000.0,424858349.0,,,,,,,,,,,,,
2019-12-31,2021-08-06,10-Q,2021,Q2,,,,,,49343000000.0,5061000000.0,424993233.0,,,,,,,,,,,,,
2019-12-31,2021-11-03,10-Q,2021,Q3,,,,,,49343000000.0,5061000000.0,422640807.0,,,,,,,,,,,,,
2019-12-31,2022-02-25,10-K,2021,FY,,,,16839000000.0,5418000000.0,49343000000.0,5061000000.0,418454799.0,3797000000.0,,,,,,,,,0.32175307322287544,,,
2019-12-31,2023-02-22,10-K,2022,FY,,,,,,49343000000.0,5061000000.0,399682159.0,,,,,,,,,,,,,
2020-02-06,2020-03-02,10-K,2019,FY,,,,,,,,428726784.0,,,,,,,,,,,,,
2020-03-31,2020-05-05,10-Q,2020,Q1,445493000000.0,396203000000.0,,4517000000.0,915000000.0,49290000000.0,7493000000.0,424260434.0,689000000.0,,,,,,,0.8893585308860071,,0.2025680761567412,0.0020539043262183692,,0.016819568433174035
2020-03-31,2020-08-04,10-Q,2020,Q2,,,,,,49290000000.0,,424502851.0,,,,,,,,,,,,,
2020-03-31,2021-05-05,10-Q,2021,Q1,,,,4336000000.0,915000000.0,49290000000.0,7493000000.0,424858349.0,689000000.0,,,,,,,,,0.21102398523985239,,,
2020-03-31,2021-08-06,10-Q,2021,Q2,,,,,,49290000000.0,,424993233.0,,,,,,,,,,,,,
2020-04-16,2020-05-05,10-Q,2020,Q1,,,,,,,,424260434.0,,,,,,,,,,,,,
2020-06-30,2020-08-04,10-Q,2020,Q2,458978000000.0,406030000000.0,,4076000000.0,3655000000.0,52948000000.0,6338000000.0,424502851.0,328000000.0,,,,,,,0.8846393509057079,,0.8967124631992149,0.007963344648327372,,0.013808940733542784
2020-06-30,2020-11-03,10-Q,2020,Q3,,,,,,52948000000.0,,423701045.0,,,,,,,,,,,,,
2020-06-30,2021-08-06,10-Q,2021,Q2,,,,4076000000.0,3655000000.0,52948000000.0,6338000000.0,424993233.0,328000000.0,,,,,,,,,0.8967124631992149,,,
2020-06-30,2021-11-03,10-Q,2021,Q3,,,,,,52948000000.0,,422640807.0,,,,,,,,,,,,,
2020-07-17,2020-08-04,10-Q,2020,Q2,,,,,,,,424502851.0,,,,,,,,,,,,,
2020-09-30,2020-11-03,10-Q,2020,Q3,461817000000.0,408507000000.0,,4281000000.0,1532000000.0,53310000000.0,6629000000.0,423701045.0,192000000.0,,,,,,,0.884564665224537,,0.35786031301097876,0.0033173313238793723,,0.014354170591381435
2020-09-30,2021-11-03,10-Q,2021,Q3,,,,4281000000.0,1532000000.0,53310000000.0,6629000000.0,422640807.0,192000000.0,,,,,,,,,0.35786031301097876,,,
2020-10-16,2020-11-03,10-Q,2020,Q3,,,,,,,,423701045.0,,,,,,,,,,,,,
2020-12-31,2021-02-26,10-K,2020,FY,466679000000.0,412638000000.0,,16901000000.0,7558000000.0,54041000000.0,7017000000.0,424020492.0,1361000000.0,,,,,,,0.8842009175471791,,0.4471924738181173,0.01619528626743436,,0.015036031190604248
2020-12-31,2021-05-05,10-Q,2021,Q1,466679000000.0,412638000000.0,,,,54041000000.0,7017000000.0,424858349.0,,,,,,,,0.8842009175471791,,,,,0.015036031190604248
2020-12-31,2021-08-06,10-Q,2021,Q2,466679000000.0,412638000000.0,,,,54041000000.0,7017000000.0,424993233.0,,,,,,,,0.8842009175471791,,,,,0.015036031190604248
2020-12-31,2021-11-03,10-Q,2021,Q3,466679000000.0,412638000000.0,,,,54041000000.0,7017000000.0,422640807.0,,,,,,,,0.8842009175471791,,,,,0.015036031190604248
2020-12-31,2022-02-25,10-K,2021,FY,466679000000.0,412638000000.0,,16901000000.0,7558000000.0,54041000000.0,7017000000.0,418454799.0,1361000000.0,,,,,,,0.8842009175471791,,0.4471924738181173,0.01619528626743436,,0.015036031190604248
2020-12-31,2022-05-04,10-Q,2022,Q1,,,,,,54041000000.0,7017000000.0,413580759.0,,,,,,,,,,,,,
2020-12-31,2022-08-02,10-Q,2022,Q2,,,,,,54041000000.0,7017000000.0,410124004.0,,,,,,,,,,,,,
2020-12-31,2022-11-02,10-Q,2022,Q3,,,,,,54041000000.0,7017000000.0,403319033.0,,,,,,,,,,,,,
2020-12-31,2023-02-22,10-K,2022,FY,,,,16901000000.0,7558000000.0,54041000000.0,7017000000.0,399682159.0,1361000000.0,,,,,,,,,0.4471924738181173,,,
2020-12-31,2024-02-21,10-K,2023,FY,,,,,,54041000000.0,7017000000.0,397808112.0,,,,,,,,,,,,,
2021-02-05,2021-02-26,10-K,2020,FY,,,,,,,,424020492.0,,,,,,,,,,,,,
2021-03-31,2021-05-05,10-Q,2021,Q1,474414000000.0,420535000000.0,,4220000000.0,1826000000.0,53879000000.0,7455000000.0,424858349.0,135000000.0,,,,,,,0.8864304173148347,,0.4327014218009479,0.0038489589261699697,,0.015714123107665456
2021-03-31,2021-08-06,10-Q,2021,Q2,,,,,,53879000000.0,,424993233.0,,,,,,,,,,,,,
2021-03-31,2022-05-04,10-Q,2022,Q1,,,,4220000000.0,1826000000.0,53879000000.0,7455000000.0,413580759.0,135000000.0,,,,,,,,,0.4327014218009479,,,
2021-03-31,2022-08-02,10-Q,2022,Q2,,,,,,53879000000.0,,410124004.0,,,,,,,,,,,,,
2021-04-16,2021-05-05,10-Q,2021,Q1,,,,,,,,424858349.0,,,,,,,,,,,,,
2021-06-30,2021-08-06,10-Q,2021,Q2,554212000000.0,499527000000.0,,4667000000.0,1103000000.0,54685000000.0,8724000000.0,424993233.0,120000000.0,,,,,,,0.9013283725361414,,0.2363402614098993,0.0019902131314370676,,0.015741268684185836
2021-06-30,2021-11-03,10-Q,2021,Q3,,,,,,54685000000.0,,422640807.0,,,,,,,,,,,,,
2021-06-30,2022-08-02,10-Q,2022,Q2,,,,4667000000.0,1103000000.0,54685000000.0,8724000000.0,410124004.0,120000000.0,,,,,,,,,0.2363402614098993,,,
2021-06-30,2022-11-02,10-Q,2022,Q3,,,,,,54685000000.0,,403319033.0,,,,,,,,,,,,,
2021-07-16,2021-08-06,10-Q,2021,Q2,,,,,,,,424993233.0,,,,,,,,,,,,,
2021-09-30,2021-11-03,10-Q,2021,Q3,553515000000.0,497218000000.0,,5197000000.0,1490000000.0,56297000000.0,8843000000.0,422640807.0,119000000.0,,,,,,,0.8982918258764442,,0.28670386761593225,0.0026918873020604682,,0.0159760801423629
2021-09-30,2022-11-02,10-Q,2022,Q3,,,,5197000000.0,1490000000.0,56297000000.0,8843000000.0,403319033.0,119000000.0,,,,,,,,,0.28670386761593225,,,
2021-10-15,2021-11-03,10-Q,2021,Q3,,,,,,,,422640807.0,,,,,,,,,,,,,
2021-12-31,2022-02-25,10-K,2021,FY,557191000000.0,501465000000.0,,19211000000.0,5725000000.0,55726000000.0,8004000000.0,418454799.0,487000000.0,,,,,,,0.8999876164546807,,0.2980063505283431,0.010274753181584053,,0.014364912570375329
2021-12-31,2022-05-04,10-Q,2022,Q1,557191000000.0,501465000000.0,,,,55726000000.0,8004000000.0,413580759.0,,,,,,,,0.8999876164546807,,,,,0.014364912570375329
2021-12-31,2022-08-02,10-Q,2022,Q2,557191000000.0,501465000000.0,,,,55726000000.0,8004000000.0,410124004.0,,,,,,,,0.8999876164546807,,,,,0.014364912570375329
2021-12-31,2022-11-02,10-Q,2022,Q3,557191000000.0,501465000000.0,,,,55726000000.0,8004000000.0,403319033.0,,,,,,,,0.8999876164546807,,,,,0.014364912570375329
2021-12-31,2023-02-22,10-K,2022,FY,557191000000.0,501465000000.0,,19211000000.0,5725000000.0,55726000000.0,8004000000.0,399682159.0,487000000.0,,,,,,,0.8999876164546807,,0.2980063505283431,0.010274753181584053,,0.014364912570375329
2021-12-31,2023-05-02,10-Q,2023,Q1,,,,,,55726000000.0,8004000000.0,399108019.0,,,,,,,,,,,,,
2021-12-31,2023-08-02,10-Q,2023,Q2,,,,,,55726000000.0,8004000000.0,398254594.0,,,,,,,,,,,,,
2021-12-31,2023-11-02,10-Q,2023,Q3,,,,,,55726000000.0,8004000000.0,398341110.0,,,,,,,,,,,,,
2021-12-31,2024-02-21,10-K,2023,FY,,,,19211000000.0,5725000000.0,55726000000.0,8004000000.0,397808112.0,487000000.0,,,,,,,,,0.2980063505283431,,,
2021-12-31,2025-02-21,10-K,2024,FY,,,,,,55726000000.0,82254000000.0,395749583.0,,,,,,,,,,,,,
2022-02-04,2022-02-25,10-K,2021,FY,,,,,,,,418454799.0,,,,,,,,,,,,,
2022-03-31,2022-05-04,10-Q,2022,Q1,541246000000.0,492030000000.0,,4692000000.0,1429000000.0,49216000000.0,7572000000.0,413580759.0,110000000.0,,,,,,,0.9090690739515858,,0.3045609548167093,0.0026402042694079956,,0.013989941727052025
2022-03-31,2022-08-02,10-Q,2022,Q2,,,,,,49216000000.0,,410124004.0,,,,,,,,,,,,,
2022-03-31,2023-05-02,10-Q,2023,Q1,,,,4692000000.0,1429000000.0,49216000000.0,7572000000.0,399108019.0,110000000.0,,,,,,,,,0.3045609548167093,,,
2022-03-31,2023-08-02,10-Q,2023,Q2,,,,,,49216000000.0,,398254594.0,,,,,,,,,,,,,
2022-04-13,2022-05-04,10-Q,2022,Q1,,,,,,,,413580759.0,,,,,,,,,,,,,
2022-06-30,2022-08-02,10-Q,2022,Q2,540786000000.0,493098000000.0,,5116000000.0,1496000000.0,47688000000.0,8582000000.0,410124004.0,230000000.0,,,,,,,0.9118172437895952,,0.292415949960907,0.002766343803278931,,0.015869493662927666
2022-06-30,2022-11-02,10-Q,2022,Q3,,,,,,47688000000.0,,403319033.0,,,,,,,,,,,,,
2022-06-30,2023-08-02,10-Q,2023,Q2,,,,5116000000.0,1496000000.0,47688000000.0,8582000000.0,398254594.0,230000000.0,,,,,,,,,0.292415949960907,,,
2022-06-30,2023-11-02,10-Q,2023,Q3,,,,,,47688000000.0,,398341110.0,,,,,,,,,,,,,
2022-07-13,2022-08-02,10-Q,2022,Q2,,,,,,,,410124004.0,,,,,,,,,,,,,
2022-09-30,2022-11-02,10-Q,2022,Q3,559477000000.0,512754000000.0,,5549000000.0,1640000000.0,46723000000.0,6548000000.0,403319033.0,657000000.0,,,,,,,0.9164880772578676,,0.29554874752207605,0.0029313090618559834,,0.011703787644532304
2022-09-30,2023-11-02,10-Q,2023,Q3,,,,5549000000.0,1640000000.0,46723000000.0,6548000000.0,398341110.0,657000000.0,,,,,,,,,0.29554874752207605,,,
2022-10-17,2022-11-02,10-Q,2022,Q3,,,,,,,,403319033.0,,,,,,,,,,,,,
2022-12-31,2023-02-22,10-K,2022,FY,557263000000.0,511451000000.0,58726000000.0,21120000000.0,6113000000.0,45812000000.0,7043000000.0,399682159.0,2422000000.0,,,,,29363000000.0,58726000000.0,0.9177910609532662,,0.28944128787878787,0.010969685767761363,,0.012638556659961275
2022-12-31,2023-05-02,10-Q,2023,Q1,557263000000.0,511451000000.0,,,,45812000000.0,7043000000.0,399108019.0,,,,,,,,0.9177910609532662,,,,,0.012638556659961275
2022-12-31,2023-08-02,10-Q,2023,Q2,557263000000.0,511451000000.0,,,,45812000000.0,7043000000.0,398254594.0,,,,,,,,0.9177910609532662,,,,,0.012638556659961275
2022-12-31,2023-11-02,10-Q,2023,Q3,557263000000.0,511451000000.0,,,,45812000000.0,7043000000.0,398341110.0,,,,,,,,0.9177910609532662,,,,,0.012638556659961275
2022-12-31,2024-02-21,10-K,2023,FY,557263000000.0,511451000000.0,,21120000000.0,6113000000.0,45812000000.0,7043000000.0,397808112.0,2422000000.0,,,,,,,0.9177910609532662,,0.28944128787878787,0.010969685767761363,,0.012638556659961275
2022-12-31,2024-05-02,10-Q,2024,Q1,,,,,,45812000000.0,7043000000.0,397907180.0,,,,,,,,,,,,,
2022-12-31,2024-08-02,10-Q,2024,Q2,,,,,,45812000000.0,34363000000.0,397496265.0,,,,,,,,,,,,,
2022-12-31,2024-11-01,10-Q,2024,Q3,,,,,,45812000000.0,34363000000.0,396783428.0,,,,,,,,,,,,,
2022-12-31,2025-02-21,10-K,2024,FY,,,,21120000000.0,6113000000.0,45812000000.0,34363000000.0,395749583.0,,,,,,,,,,0.28944128787878787,,,
2022-12-31,2026-02-20,10-K,2025,FY,,,,,,45812000000.0,34363000000.0,403370923.0,,,,,,,,,,,,,
2023-02-03,2023-02-22,10-K,2022,FY,,,,,,,,399682159.0,,,,,,,,,,,,,
2023-03-31,2023-05-02,10-Q,2023,Q1,561777000000.0,512703000000.0,60833000000.0,5603000000.0,1694000000.0,49074000000.0,5940000000.0,399108019.0,2074000000.0,,,,,30416500000.0,60833000000.0,0.9126450531082618,,0.3023380331965019,0.003015431390035548,,0.010573590588436337
2023-03-31,2024-05-02,10-Q,2024,Q1,,,,5603000000.0,1694000000.0,49074000000.0,5940000000.0,397907180.0,2074000000.0,,,,,,,,,0.3023380331965019,,,
2023-03-31,2024-08-02,10-Q,2024,Q2,,,,,,49074000000.0,,397496265.0,,,,,,,,,,,,,
2023-04-18,2023-05-02,10-Q,2023,Q1,,,,,,,,399108019.0,,,,,,,,,,,,,
2023-06-30,2023-08-02,10-Q,2023,Q2,558207000000.0,508861000000.0,65384000000.0,5293000000.0,1500000000.0,49346000000.0,6191000000.0,398254594.0,2434000000.0,,,,,32692000000.0,65384000000.0,0.9115991021251972,,0.28339316077838655,0.002687175187699187,,0.01109086772469711
2023-06-30,2024-08-02,10-Q,2024,Q2,,,,5293000000.0,1500000000.0,49346000000.0,44450000000.0,397496265.0,,,,,,,,,,0.28339316077838655,,,
2023-06-30,2024-11-01,10-Q,2024,Q3,,,,,,49346000000.0,,396783428.0,,,,,,,,,,,,,
2023-07-17,2023-08-02,10-Q,2023,Q2,,,,,,,,398254594.0,,,,,,,,,,,,,
2023-09-30,2023-11-02,10-Q,2023,Q3,557334000000.0,507853000000.0,66167000000.0,5233000000.0,1570000000.0,49481000000.0,5300000000.0,398341110.0,2785000000.0,,,,,33083500000.0,66167000000.0,0.9112184076334837,,0.3000191094974202,0.00281698227633699,,0.009509558002921048
2023-09-30,2024-11-01,10-Q,2024,Q3,,,,5233000000.0,1570000000.0,49481000000.0,46784000000.0,396783428.0,,,,,,,,,,0.3000191094974202,,,
2023-10-17,2023-11-02,10-Q,2023,Q3,,,,,,,,398341110.0,,,,,,,,,,,,,
2023-12-31,2024-02-21,10-K,2023,FY,561580000000.0,510439000000.0,72737000000.0,21490000000.0,5647000000.0,51141000000.0,6921000000.0,397808112.0,10392000000.0,,,,,36368500000.0,72737000000.0,0.9089337227109228,,0.2627733829688227,0.010055557534100217,,0.012324156843192421
2023-12-31,2024-05-02,10-Q,2024,Q1,561580000000.0,510439000000.0,,,,51141000000.0,6921000000.0,397907180.0,,,,,,,,0.9089337227109228,,,,,0.012324156843192421
2023-12-31,2024-08-02,10-Q,2024,Q2,561580000000.0,510439000000.0,72737000000.0,,,51141000000.0,50725000000.0,397496265.0,,,,,,36368500000.0,72737000000.0,0.9089337227109228,,,,,0.09032551016774101
2023-12-31,2024-11-01,10-Q,2024,Q3,561580000000.0,510439000000.0,72737000000.0,,,51141000000.0,50725000000.0,396783428.0,,,,,,36368500000.0,72737000000.0,0.9089337227109228,,,,,0.09032551016774101
2023-12-31,2025-02-21,10-K,2024,FY,561580000000.0,510439000000.0,72737000000.0,21490000000.0,5647000000.0,51141000000.0,50725000000.0,395749583.0,,,,,,36368500000.0,72737000000.0,0.9089337227109228,,0.2627733829688227,0.010055557534100217,,0.09032551016774101
2023-12-31,2025-05-02,10-Q,2025,Q1,,,,,,51141000000.0,50725000000.0,395567009.0,,,,,,,,,,,,,
2023-12-31,2025-08-01,10-Q,2025,Q2,,,,,,51141000000.0,50725000000.0,393807382.0,,,,,,,,,,,,,
2023-12-31,2025-11-03,10-Q,2025,Q3,,,,,,51141000000.0,50725000000.0,392158451.0,,,,,,,,,,,,,
2023-12-31,2026-02-20,10-K,2025,FY,,,,21490000000.0,5647000000.0,51141000000.0,50725000000.0,403370923.0,,,,,,,,,,0.2627733829688227,,,
2024-02-02,2024-02-21,10-K,2023,FY,,,,,,,,397808112.0,,,,,,,,,,,,,
2024-03-31,2024-05-02,10-Q,2024,Q1,566162000000.0,514788000000.0,72707000000.0,5145000000.0,1344000000.0,51374000000.0,5933000000.0,397907180.0,3236000000.0,,,,,36353500000.0,72707000000.0,0.9092591872997481,,0.2612244897959184,0.0023738788544621506,,0.01047933277047912
2024-03-31,2024-08-02,10-Q,2024,Q2,,,,,,51374000000.0,,397496265.0,,,,,,,,,,,,,
2024-03-31,2025-05-02,10-Q,2025,Q1,,,,5145000000.0,1344000000.0,51374000000.0,59545000000.0,395567009.0,,,,,,,,,,0.2612244897959184,,,
2024-03-31,2025-08-01,10-Q,2025,Q2,,,,,,51374000000.0,,393807382.0,,,,,,,,,,,,,
2024-04-15,2024-05-02,10-Q,2024,Q1,,,,,,,,397907180.0,,,,,,,,,,,,,
2024-06-30,2024-08-02,10-Q,2024,Q2,556519000000.0,503838000000.0,71391000000.0,5411000000.0,1477000000.0,52681000000.0,39281000000.0,397496265.0,,,,,,35695500000.0,71391000000.0,0.9053383622122515,,0.2729624838292367,0.0026539974376436383,,0.07058339427764371
2024-06-30,2024-11-01,10-Q,2024,Q3,,,,,,52681000000.0,,396783428.0,,,,,,,,,,,,,
2024-06-30,2025-08-01,10-Q,2025,Q2,,,,5411000000.0,1477000000.0,52681000000.0,39281000000.0,393807382.0,,,,,,,,,,0.2729624838292367,,,
2024-06-30,2025-11-03,10-Q,2025,Q3,,,,,,52681000000.0,,392158451.0,,,,,,,,,,,,,
2024-07-15,2024-08-02,10-Q,2024,Q2,,,,,,,,397496265.0,,,,,,,,,,,,,
2024-09-30,2024-11-01,10-Q,2024,Q3,564881000000.0,509152000000.0,68069000000.0,5432000000.0,1505000000.0,55729000000.0,41186000000.0,396783428.0,,,,,,34034500000.0,68069000000.0,0.9013438228582658,,0.2770618556701031,0.002664277962969192,,0.07291093168295623
2024-09-30,2025-11-03,10-Q,2025,Q3,,,,5432000000.0,1505000000.0,55729000000.0,41186000000.0,392158451.0,,,,,,,,,,0.2770618556701031,,,
2024-10-16,2024-11-01,10-Q,2024,Q3,,,,,,,,396783428.0,,,,,,,,,,,,,
2024-12-31,2025-02-21,10-K,2024,FY,560038000000.0,505569000000.0,61673000000.0,21555000000.0,5953000000.0,54469000000.0,46251000000.0,395749583.0,,,,,,30836500000.0,61673000000.0,0.9027405283212925,,0.2761772210623985,0.010629635846139011,,0.08258546741471115
2024-12-31,2025-05-02,10-Q,2025,Q1,560038000000.0,505569000000.0,61673000000.0,,,54469000000.0,46251000000.0,395567009.0,,,,,,30836500000.0,61673000000.0,0.9027405283212925,,,,,0.08258546741471115
2024-12-31,2025-08-01,10-Q,2025,Q2,560038000000.0,505569000000.0,61673000000.0,,,54469000000.0,46251000000.0,393807382.0,,,,,,30836500000.0,61673000000.0,0.9027405283212925,,,,,0.08258546741471115
2024-12-31,2025-11-03,10-Q,2025,Q3,560038000000.0,505569000000.0,61673000000.0,,,54469000000.0,46251000000.0,392158451.0,,,,,,30836500000.0,61673000000.0,0.9027405283212925,,,,,0.08258546741471115
2024-12-31,2026-02-20,10-K,2025,FY,560038000000.0,505569000000.0,61673000000.0,21555000000.0,5953000000.0,54469000000.0,46251000000.0,403370923.0,,,,,,30836500000.0,61673000000.0,0.9027405283212925,,0.2761772210623985,0.010629635846139011,,0.08258546741471115
